sr_max_distance_atr,sr_sl_atr_mult,major_only,btc_rsi_floor,mt_not_downtrend,relative_volume,rsi_cap,min_token_rsi,min_confluence,min_touches,tp_cascade,min_rr,max_hold_days,cascade_skipped,n_published,n_filled,fill_rate_pct,win_rate_pct,avg_win_pct,avg_loss_pct,avg_pnl_filled_pct,expectancy_per_signal_pct,score,n_tp,n_sl,n_timeout
3.0,1.0,False,0.0,False,True,0.0,60.0,0.0,3,False,2.0,7,0,153,86,56.21,40.7,6.482,-5.999,-0.92,-0.517,-4.794,28,47,9
3.0,1.0,False,0.0,False,True,0.0,60.0,50.0,3,False,2.0,7,0,153,86,56.21,40.7,6.482,-5.999,-0.92,-0.517,-4.794,28,47,9
3.0,1.0,False,0.0,True,False,0.0,60.0,0.0,3,False,2.0,14,0,393,220,55.98,37.27,7.397,-5.868,-0.924,-0.517,-7.671,74,129,13
3.0,1.0,False,0.0,True,False,0.0,60.0,50.0,3,False,2.0,14,0,393,220,55.98,37.27,7.397,-5.868,-0.924,-0.517,-7.671,74,129,13
2.0,0.5,True,50.0,True,True,0.0,0.0,0.0,3,False,2.0,14,0,153,82,53.59,19.51,7.552,-3.031,-0.966,-0.518,-4.687,15,66,1
2.0,0.5,True,50.0,True,True,0.0,0.0,50.0,3,False,2.0,14,0,153,82,53.59,19.51,7.552,-3.031,-0.966,-0.518,-4.687,15,66,1
3.0,1.0,True,50.0,True,False,0.0,0.0,0.0,0,False,2.0,7,0,528,290,54.92,38.97,6.566,-5.736,-0.943,-0.518,-8.818,89,151,44
2.0,1.0,False,50.0,True,False,80.0,60.0,0.0,0,True,2.0,14,781,369,207,56.1,27.05,12.531,-5.916,-0.925,-0.519,-7.469,40,142,20
3.0,1.0,False,0.0,False,True,80.0,60.0,0.0,0,False,2.0,7,0,176,101,57.39,41.58,6.144,-5.927,-0.907,-0.52,-5.231,27,55,16
2.0,1.0,True,0.0,True,False,0.0,0.0,0.0,3,False,2.0,14,0,593,331,55.82,36.56,8.313,-6.259,-0.932,-0.52,-9.462,100,198,28
2.0,1.0,True,0.0,True,False,0.0,0.0,50.0,3,False,2.0,14,0,593,331,55.82,36.56,8.313,-6.259,-0.932,-0.52,-9.462,100,198,28
2.0,0.5,True,50.0,False,True,0.0,60.0,0.0,3,True,2.0,7,14,131,74,56.49,20.27,7.531,-3.074,-0.924,-0.522,-4.492,11,59,3
2.0,0.5,True,50.0,False,True,0.0,60.0,50.0,3,True,2.0,7,14,131,74,56.49,20.27,7.531,-3.074,-0.924,-0.522,-4.492,11,59,3
2.0,0.5,False,50.0,True,True,80.0,0.0,0.0,0,False,2.0,7,0,172,95,55.23,23.16,5.944,-3.021,-0.945,-0.522,-5.089,17,73,4
2.0,0.5,False,0.0,False,True,80.0,0.0,0.0,3,False,2.0,14,0,269,166,61.71,22.29,8.381,-3.493,-0.846,-0.522,-6.726,34,128,4
2.0,0.5,False,0.0,False,True,80.0,0.0,50.0,3,False,2.0,14,0,269,166,61.71,22.29,8.381,-3.493,-0.846,-0.522,-6.726,34,128,4
3.0,1.0,False,0.0,False,True,0.0,0.0,0.0,0,True,2.0,14,457,420,240,57.14,28.75,13.668,-6.798,-0.914,-0.522,-8.092,36,159,42
2.0,0.5,False,50.0,False,False,80.0,0.0,0.0,0,True,2.0,14,82,833,493,59.18,18.46,10.849,-3.538,-0.883,-0.522,-11.598,79,398,11
3.0,1.0,False,0.0,True,False,80.0,0.0,0.0,0,True,2.0,7,2528,638,360,56.43,35.83,8.329,-6.095,-0.926,-0.523,-9.915,41,205,110
3.0,1.0,True,50.0,False,False,0.0,0.0,0.0,3,False,2.0,7,0,687,408,59.39,39.71,6.885,-5.995,-0.881,-0.523,-10.563,119,212,73
3.0,1.0,True,50.0,False,False,0.0,0.0,50.0,3,False,2.0,7,0,687,408,59.39,39.71,6.885,-5.995,-0.881,-0.523,-10.563,119,212,73
3.0,1.0,False,50.0,False,True,0.0,60.0,0.0,0,False,2.0,7,0,179,101,56.42,41.58,6.06,-5.904,-0.929,-0.524,-5.267,33,55,10
2.0,1.0,False,0.0,True,False,0.0,60.0,0.0,3,True,2.0,7,612,369,206,55.83,36.41,7.37,-5.695,-0.938,-0.524,-7.517,29,118,54
2.0,1.0,False,0.0,True,False,0.0,60.0,50.0,3,True,2.0,7,612,369,206,55.83,36.41,7.37,-5.695,-0.938,-0.524,-7.517,29,118,54
2.0,0.5,True,50.0,True,True,0.0,60.0,0.0,3,True,2.0,7,13,121,67,55.37,19.4,7.495,-2.981,-0.948,-0.525,-4.299,9,54,3
2.0,0.5,True,50.0,True,True,0.0,60.0,50.0,3,True,2.0,7,13,121,67,55.37,19.4,7.495,-2.981,-0.948,-0.525,-4.299,9,54,3
3.0,0.5,True,50.0,True,False,80.0,0.0,0.0,3,True,2.0,14,126,450,245,54.44,17.55,9.336,-3.156,-0.964,-0.525,-8.212,37,198,6
3.0,0.5,True,50.0,True,False,80.0,0.0,50.0,3,True,2.0,14,126,450,245,54.44,17.55,9.336,-3.156,-0.964,-0.525,-8.212,37,198,6
3.0,0.5,False,50.0,True,True,80.0,0.0,0.0,0,False,2.0,14,0,174,93,53.45,20.43,6.887,-3.006,-0.985,-0.526,-5.075,17,74,1
2.0,0.5,False,50.0,False,True,0.0,0.0,0.0,3,True,2.0,7,1,187,110,58.82,20.91,8.105,-3.276,-0.897,-0.527,-5.531,20,87,3
2.0,0.5,False,50.0,False,True,0.0,0.0,50.0,3,True,2.0,7,1,187,110,58.82,20.91,8.105,-3.276,-0.897,-0.527,-5.531,20,87,3
2.0,1.0,True,0.0,False,True,0.0,60.0,0.0,3,True,2.0,14,140,138,77,55.8,27.27,11.955,-5.785,-0.947,-0.528,-4.635,13,50,11
2.0,1.0,True,0.0,False,True,0.0,60.0,50.0,3,True,2.0,14,140,138,77,55.8,27.27,11.955,-5.785,-0.947,-0.528,-4.635,13,50,11
3.0,0.5,False,50.0,False,True,0.0,0.0,0.0,3,True,2.0,7,1,188,109,57.98,20.18,8.437,-3.276,-0.912,-0.529,-5.521,19,87,3
3.0,0.5,False,50.0,False,True,0.0,0.0,50.0,3,True,2.0,7,1,188,109,57.98,20.18,8.437,-3.276,-0.912,-0.529,-5.521,19,87,3
3.0,0.5,False,0.0,True,True,0.0,0.0,0.0,3,True,2.0,7,8,213,120,56.34,19.17,8.994,-3.295,-0.939,-0.529,-5.797,17,97,6
3.0,0.5,False,0.0,True,True,0.0,0.0,50.0,3,True,2.0,7,8,213,120,56.34,19.17,8.994,-3.295,-0.939,-0.529,-5.797,17,97,6
3.0,1.0,True,50.0,True,False,0.0,60.0,0.0,3,True,2.0,7,727,336,167,49.7,34.73,7.232,-5.479,-1.065,-0.529,-6.838,22,98,42
3.0,1.0,True,50.0,True,False,0.0,60.0,50.0,3,True,2.0,7,727,336,167,49.7,34.73,7.232,-5.479,-1.065,-0.529,-6.838,22,98,42
3.0,0.5,True,50.0,True,True,0.0,0.0,0.0,3,False,2.0,7,0,162,81,50.0,19.75,6.966,-3.039,-1.062,-0.531,-4.781,13,65,3
3.0,0.5,True,50.0,True,True,0.0,0.0,50.0,3,False,2.0,7,0,162,81,50.0,19.75,6.966,-3.039,-1.062,-0.531,-4.781,13,65,3
3.0,0.5,False,50.0,False,True,0.0,0.0,0.0,0,True,2.0,7,10,256,145,56.64,21.38,7.878,-3.336,-0.938,-0.531,-6.399,24,114,6
2.0,0.5,False,0.0,False,True,0.0,60.0,0.0,3,False,2.0,7,0,151,88,58.28,25.0,5.898,-3.182,-0.912,-0.532,-4.988,18,66,4
2.0,0.5,False,0.0,False,True,0.0,60.0,50.0,3,False,2.0,7,0,151,88,58.28,25.0,5.898,-3.182,-0.912,-0.532,-4.988,18,66,4
3.0,0.5,True,0.0,True,True,80.0,0.0,0.0,0,True,2.0,14,17,233,132,56.65,15.15,11.551,-3.17,-0.939,-0.532,-6.114,15,112,4
3.0,0.5,False,0.0,True,True,80.0,60.0,0.0,3,False,2.0,14,0,127,67,52.76,19.4,7.632,-3.09,-1.009,-0.533,-4.359,11,54,2
3.0,0.5,False,0.0,True,True,80.0,60.0,50.0,3,False,2.0,14,0,127,67,52.76,19.4,7.632,-3.09,-1.009,-0.533,-4.359,11,54,2
2.0,0.5,False,0.0,True,True,0.0,0.0,0.0,3,True,2.0,7,8,210,121,57.62,19.83,8.653,-3.295,-0.925,-0.533,-5.863,18,97,6
2.0,0.5,False,0.0,True,True,0.0,0.0,50.0,3,True,2.0,7,8,210,121,57.62,19.83,8.653,-3.295,-0.925,-0.533,-5.863,18,97,6
2.0,1.0,True,0.0,False,False,0.0,60.0,0.0,3,True,2.0,7,992,460,264,57.39,37.5,7.28,-5.855,-0.929,-0.533,-8.663,28,148,83
2.0,1.0,True,0.0,False,False,0.0,60.0,50.0,3,True,2.0,7,992,460,264,57.39,37.5,7.28,-5.855,-0.929,-0.533,-8.663,28,148,83
3.0,0.5,False,0.0,True,True,0.0,0.0,0.0,3,True,2.0,14,8,213,120,56.34,17.5,10.257,-3.325,-0.948,-0.534,-5.851,19,99,2
3.0,0.5,False,0.0,True,True,0.0,0.0,50.0,3,True,2.0,14,8,213,120,56.34,17.5,10.257,-3.325,-0.948,-0.534,-5.851,19,99,2
3.0,0.5,True,50.0,True,True,0.0,60.0,0.0,3,False,2.0,14,0,132,64,48.48,18.75,7.109,-2.999,-1.104,-0.535,-4.281,11,52,1
3.0,0.5,True,50.0,True,True,0.0,60.0,50.0,3,False,2.0,14,0,132,64,48.48,18.75,7.109,-2.999,-1.104,-0.535,-4.281,11,52,1
2.0,0.5,True,0.0,False,True,0.0,0.0,0.0,3,False,2.0,14,0,279,172,61.65,23.26,7.856,-3.512,-0.868,-0.535,-7.021,35,132,5
2.0,0.5,True,0.0,False,True,0.0,0.0,50.0,3,False,2.0,14,0,279,172,61.65,23.26,7.856,-3.512,-0.868,-0.535,-7.021,35,132,5
2.0,1.0,True,0.0,False,False,0.0,60.0,0.0,3,True,2.0,14,992,460,264,57.39,29.92,11.45,-6.221,-0.933,-0.535,-8.7,41,176,40
2.0,1.0,True,0.0,False,False,0.0,60.0,50.0,3,True,2.0,14,992,460,264,57.39,29.92,11.45,-6.221,-0.933,-0.535,-8.7,41,176,40
2.0,0.5,True,0.0,False,False,80.0,60.0,0.0,3,True,2.0,14,65,460,269,58.48,20.07,8.702,-3.33,-0.914,-0.535,-8.77,46,213,7
2.0,0.5,True,0.0,False,False,80.0,60.0,50.0,3,True,2.0,14,65,460,269,58.48,20.07,8.702,-3.33,-0.914,-0.535,-8.77,46,213,7
3.0,0.5,False,50.0,True,True,80.0,60.0,0.0,0,False,2.0,14,0,139,75,53.96,21.33,6.158,-2.933,-0.993,-0.536,-4.642,14,59,1
2.0,1.0,False,50.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,401,226,56.36,38.5,7.138,-6.014,-0.951,-0.536,-8.059,84,132,7
3.0,1.0,False,0.0,True,False,0.0,0.0,0.0,3,False,2.0,14,0,612,352,57.52,37.22,7.881,-6.157,-0.933,-0.536,-10.064,113,210,24
3.0,1.0,False,0.0,True,False,0.0,0.0,50.0,3,False,2.0,14,0,612,352,57.52,37.22,7.881,-6.157,-0.933,-0.536,-10.064,113,210,24
2.0,1.0,False,0.0,False,True,0.0,60.0,0.0,0,False,2.0,14,0,195,118,60.51,38.14,7.358,-5.97,-0.887,-0.537,-5.831,41,67,7
2.0,0.5,False,0.0,False,True,0.0,0.0,0.0,3,True,2.0,14,11,285,177,62.11,19.77,9.818,-3.497,-0.864,-0.537,-7.14,31,141,5
2.0,0.5,False,0.0,False,True,0.0,0.0,50.0,3,True,2.0,14,11,285,177,62.11,19.77,9.818,-3.497,-0.864,-0.537,-7.14,31,141,5
3.0,1.0,True,50.0,True,True,0.0,60.0,0.0,0,True,2.0,7,175,152,72,47.37,33.33,6.937,-5.174,-1.137,-0.538,-4.569,9,43,16
3.0,0.5,False,50.0,True,True,80.0,0.0,0.0,0,False,2.0,7,0,174,93,53.45,22.58,5.86,-3.01,-1.007,-0.538,-5.193,16,72,4
2.0,0.5,False,0.0,True,True,0.0,0.0,0.0,3,True,2.0,14,8,210,121,57.62,18.18,9.828,-3.325,-0.934,-0.538,-5.918,20,99,2
2.0,0.5,False,0.0,True,True,0.0,0.0,50.0,3,True,2.0,14,8,210,121,57.62,18.18,9.828,-3.325,-0.934,-0.538,-5.918,20,99,2
2.0,0.5,False,50.0,True,True,80.0,0.0,0.0,3,False,2.0,14,0,140,74,52.86,18.92,7.348,-2.973,-1.021,-0.539,-4.641,13,60,1
2.0,0.5,False,50.0,True,True,80.0,0.0,50.0,3,False,2.0,14,0,140,74,52.86,18.92,7.348,-2.973,-1.021,-0.539,-4.641,13,60,1
3.0,0.5,True,0.0,False,True,80.0,0.0,0.0,3,False,2.0,7,0,270,158,58.52,24.05,7.337,-3.539,-0.923,-0.54,-6.792,26,120,12
3.0,0.5,True,0.0,False,True,80.0,0.0,50.0,3,False,2.0,7,0,270,158,58.52,24.05,7.337,-3.539,-0.923,-0.54,-6.792,26,120,12
3.0,1.0,True,50.0,True,False,80.0,60.0,0.0,0,False,2.0,14,0,379,203,53.56,35.96,7.768,-5.935,-1.008,-0.54,-7.69,65,122,10
3.0,0.5,True,50.0,False,True,0.0,0.0,0.0,3,False,2.0,7,0,194,107,55.15,22.43,6.915,-3.264,-0.981,-0.541,-5.598,20,83,4
3.0,0.5,True,50.0,False,True,0.0,0.0,50.0,3,False,2.0,7,0,194,107,55.15,22.43,6.915,-3.264,-0.981,-0.541,-5.598,20,83,4
2.0,1.0,False,50.0,True,False,0.0,0.0,0.0,0,False,2.0,7,0,540,318,58.89,39.31,6.527,-5.741,-0.919,-0.541,-9.65,104,166,42
2.0,1.0,True,0.0,True,False,0.0,0.0,0.0,0,False,2.0,14,0,650,381,58.62,37.53,8.147,-6.373,-0.923,-0.541,-10.564,126,224,25
3.0,1.0,True,0.0,False,False,0.0,60.0,0.0,3,True,2.0,7,992,473,255,53.91,36.47,7.253,-5.745,-1.004,-0.542,-8.647,24,142,83
3.0,1.0,True,0.0,False,False,0.0,60.0,50.0,3,True,2.0,7,992,473,255,53.91,36.47,7.253,-5.745,-1.004,-0.542,-8.647,24,142,83
3.0,1.0,False,0.0,True,False,0.0,0.0,0.0,3,False,2.0,7,0,612,352,57.52,38.35,6.617,-5.644,-0.942,-0.542,-10.161,99,190,58
3.0,1.0,False,0.0,True,False,0.0,0.0,50.0,3,False,2.0,7,0,612,352,57.52,38.35,6.617,-5.644,-0.942,-0.542,-10.161,99,190,58
3.0,0.5,False,50.0,True,True,80.0,0.0,0.0,3,False,2.0,14,0,141,73,51.77,17.81,7.814,-2.973,-1.052,-0.545,-4.654,12,60,1
3.0,0.5,False,50.0,True,True,80.0,0.0,50.0,3,False,2.0,14,0,141,73,51.77,17.81,7.814,-2.973,-1.052,-0.545,-4.654,12,60,1
2.0,1.0,False,0.0,True,False,0.0,60.0,0.0,3,False,2.0,14,0,383,224,58.49,37.95,7.297,-5.963,-0.931,-0.545,-8.152,77,130,14
2.0,1.0,False,0.0,True,False,0.0,60.0,50.0,3,False,2.0,14,0,383,224,58.49,37.95,7.297,-5.963,-0.931,-0.545,-8.152,77,130,14
2.0,1.0,True,50.0,True,False,80.0,0.0,0.0,0,False,2.0,7,0,497,296,59.56,38.85,6.664,-5.731,-0.915,-0.545,-9.378,88,155,48
3.0,1.0,False,0.0,False,False,0.0,0.0,0.0,0,True,2.0,7,4848,1138,625,54.92,34.56,9.536,-6.552,-0.992,-0.545,-13.622,63,362,195
3.0,1.0,True,0.0,False,True,0.0,60.0,0.0,3,False,2.0,7,0,157,81,51.59,39.51,6.547,-6.027,-1.059,-0.547,-4.919,22,45,12
3.0,1.0,True,0.0,False,True,0.0,60.0,50.0,3,False,2.0,7,0,157,81,51.59,39.51,6.547,-6.027,-1.059,-0.547,-4.919,22,45,12
3.0,0.5,True,0.0,True,True,0.0,0.0,0.0,3,False,2.0,7,0,216,116,53.7,23.28,6.586,-3.325,-1.018,-0.547,-5.888,20,89,7
3.0,0.5,True,0.0,True,True,0.0,0.0,50.0,3,False,2.0,7,0,216,116,53.7,23.28,6.586,-3.325,-1.018,-0.547,-5.888,20,89,7
2.0,0.5,True,50.0,False,True,0.0,60.0,0.0,0,True,2.0,7,18,169,97,57.4,22.68,6.296,-3.081,-0.954,-0.548,-5.395,14,75,6
2.0,0.5,True,0.0,False,True,0.0,60.0,0.0,0,True,2.0,14,20,189,114,60.32,19.3,8.499,-3.158,-0.908,-0.548,-5.848,18,92,2
3.0,0.5,False,50.0,False,True,0.0,0.0,0.0,0,True,2.0,14,10,256,145,56.64,19.31,8.873,-3.325,-0.97,-0.549,-6.615,24,117,3
2.0,0.5,True,0.0,False,True,80.0,0.0,0.0,3,False,2.0,7,0,262,161,61.45,24.22,7.326,-3.521,-0.894,-0.549,-6.967,26,122,13
2.0,0.5,True,0.0,False,True,80.0,0.0,50.0,3,False,2.0,7,0,262,161,61.45,24.22,7.326,-3.521,-0.894,-0.549,-6.967,26,122,13
3.0,1.0,True,0.0,False,True,80.0,0.0,0.0,0,True,2.0,7,399,347,192,55.33,34.9,8.942,-6.316,-0.992,-0.549,-7.606,18,111,60
2.0,1.0,True,0.0,False,True,80.0,0.0,0.0,0,False,2.0,14,0,357,228,63.87,35.09,9.899,-6.675,-0.86,-0.549,-8.293,64,142,19
2.0,1.0,True,50.0,False,False,80.0,0.0,0.0,0,False,2.0,7,0,786,463,58.91,39.96,6.768,-6.056,-0.932,-0.549,-11.808,137,235,84
2.0,1.0,False,50.0,False,False,0.0,0.0,0.0,0,False,2.0,7,0,865,516,59.65,39.53,6.962,-6.073,-0.92,-0.549,-12.465,158,263,88
3.0,0.5,False,0.0,True,True,80.0,60.0,0.0,3,True,2.0,14,0,127,67,52.76,17.91,8.445,-3.112,-1.042,-0.55,-4.499,9,55,2
3.0,0.5,False,0.0,True,True,80.0,60.0,50.0,3,True,2.0,14,0,127,67,52.76,17.91,8.445,-3.112,-1.042,-0.55,-4.499,9,55,2
3.0,1.0,False,0.0,True,True,0.0,60.0,0.0,0,False,2.0,7,0,179,108,60.34,43.52,5.458,-5.82,-0.912,-0.55,-5.72,32,58,15
3.0,0.5,False,0.0,False,True,80.0,60.0,0.0,3,False,2.0,14,0,138,75,54.35,20.0,7.65,-3.18,-1.014,-0.551,-4.771,13,60,2
3.0,0.5,False,0.0,False,True,80.0,60.0,50.0,3,False,2.0,14,0,138,75,54.35,20.0,7.65,-3.18,-1.014,-0.551,-4.771,13,60,2
3.0,0.5,False,50.0,True,True,80.0,60.0,0.0,0,False,2.0,7,0,139,75,53.96,24.0,5.041,-2.936,-1.022,-0.551,-4.774,13,57,4
3.0,0.5,True,50.0,True,True,0.0,0.0,0.0,3,True,2.0,14,16,161,81,50.31,14.81,10.283,-3.075,-1.096,-0.551,-4.961,11,69,1
3.0,0.5,True,50.0,True,True,0.0,0.0,50.0,3,True,2.0,14,16,161,81,50.31,14.81,10.283,-3.075,-1.096,-0.551,-4.961,11,69,1
2.0,1.0,True,50.0,False,False,0.0,0.0,0.0,0,False,2.0,7,0,810,475,58.64,39.79,6.766,-6.032,-0.939,-0.551,-12.006,143,241,84
3.0,1.0,True,0.0,False,True,80.0,0.0,0.0,0,False,2.0,14,0,365,214,58.63,34.58,10.068,-6.759,-0.941,-0.552,-8.069,59,135,17
2.0,1.0,True,0.0,True,False,0.0,0.0,0.0,3,True,2.0,14,2035,561,303,54.01,26.73,12.769,-6.054,-1.022,-0.552,-9.613,50,203,45
2.0,1.0,True,0.0,True,False,0.0,0.0,50.0,3,True,2.0,14,2035,561,303,54.01,26.73,12.769,-6.054,-1.022,-0.552,-9.613,50,203,45
2.0,1.0,True,0.0,False,False,80.0,0.0,0.0,0,False,2.0,14,0,1063,646,60.77,39.16,8.596,-7.028,-0.909,-0.552,-14.035,220,375,44
2.0,0.5,False,0.0,True,True,80.0,60.0,0.0,3,False,2.0,14,0,125,69,55.2,20.29,7.178,-3.086,-1.004,-0.554,-4.602,12,55,2
2.0,0.5,False,0.0,True,True,80.0,60.0,50.0,3,False,2.0,14,0,125,69,55.2,20.29,7.178,-3.086,-1.004,-0.554,-4.602,12,55,2
3.0,0.5,True,50.0,False,True,0.0,60.0,0.0,3,False,2.0,14,0,143,72,50.35,19.44,7.204,-3.104,-1.1,-0.554,-4.698,13,58,1
3.0,0.5,True,50.0,False,True,0.0,60.0,50.0,3,False,2.0,14,0,143,72,50.35,19.44,7.204,-3.104,-1.1,-0.554,-4.698,13,58,1
2.0,0.5,True,50.0,True,True,0.0,60.0,0.0,0,True,2.0,14,17,156,88,56.41,18.18,7.875,-2.951,-0.982,-0.554,-5.198,13,72,1
3.0,0.5,True,50.0,False,True,0.0,0.0,0.0,0,True,2.0,7,22,242,133,54.96,20.3,8.071,-3.323,-1.01,-0.555,-6.4,18,106,8
3.0,0.5,True,50.0,False,True,80.0,60.0,0.0,3,True,2.0,14,1,119,59,49.58,16.95,8.305,-3.046,-1.122,-0.556,-4.274,8,49,1
3.0,0.5,True,50.0,False,True,80.0,60.0,50.0,3,True,2.0,14,1,119,59,49.58,16.95,8.305,-3.046,-1.122,-0.556,-4.274,8,49,1
2.0,0.5,False,0.0,True,True,80.0,60.0,0.0,3,True,2.0,14,0,125,69,55.2,18.84,8.042,-3.108,-1.007,-0.556,-4.618,10,56,2
2.0,0.5,False,0.0,True,True,80.0,60.0,50.0,3,True,2.0,14,0,125,69,55.2,18.84,8.042,-3.108,-1.007,-0.556,-4.618,10,56,2
2.0,0.5,False,50.0,False,True,0.0,0.0,0.0,3,True,2.0,14,1,187,110,58.82,20.0,8.365,-3.275,-0.947,-0.557,-5.842,20,88,2
2.0,0.5,False,50.0,False,True,0.0,0.0,50.0,3,True,2.0,14,1,187,110,58.82,20.0,8.365,-3.275,-0.947,-0.557,-5.842,20,88,2
2.0,0.5,False,0.0,True,True,80.0,60.0,0.0,0,True,2.0,14,5,160,96,60.0,18.75,8.211,-3.039,-0.93,-0.558,-5.466,14,78,2
3.0,0.5,False,50.0,False,True,0.0,0.0,0.0,3,True,2.0,14,1,188,109,57.98,19.27,8.725,-3.275,-0.963,-0.558,-5.829,19,88,2
3.0,0.5,False,50.0,False,True,0.0,0.0,50.0,3,True,2.0,14,1,188,109,57.98,19.27,8.725,-3.275,-0.963,-0.558,-5.829,19,88,2
2.0,0.5,False,0.0,False,True,80.0,0.0,0.0,3,True,2.0,7,8,268,165,61.57,21.82,8.442,-3.515,-0.906,-0.558,-7.167,23,129,13
2.0,0.5,False,0.0,False,True,80.0,0.0,50.0,3,True,2.0,7,8,268,165,61.57,21.82,8.442,-3.515,-0.906,-0.558,-7.167,23,129,13
3.0,1.0,False,50.0,True,True,0.0,60.0,0.0,0,False,2.0,7,0,164,94,57.32,41.49,5.83,-5.803,-0.976,-0.559,-5.424,30,53,8
3.0,0.5,True,50.0,True,True,0.0,60.0,0.0,3,False,2.0,7,0,132,64,48.48,20.31,6.088,-3.003,-1.157,-0.561,-4.487,10,51,3
3.0,0.5,True,50.0,True,True,0.0,60.0,50.0,3,False,2.0,7,0,132,64,48.48,20.31,6.088,-3.003,-1.157,-0.561,-4.487,10,51,3
2.0,0.5,True,50.0,True,True,0.0,0.0,0.0,3,True,2.0,14,16,152,82,53.95,15.85,9.739,-3.071,-1.04,-0.561,-5.081,12,69,1
2.0,0.5,True,50.0,True,True,0.0,0.0,50.0,3,True,2.0,14,16,152,82,53.95,15.85,9.739,-3.071,-1.04,-0.561,-5.081,12,69,1
2.0,1.0,False,0.0,True,False,80.0,60.0,0.0,3,True,2.0,7,515,353,199,56.37,35.68,7.503,-5.71,-0.995,-0.561,-7.917,29,115,50
2.0,1.0,False,0.0,True,False,80.0,60.0,50.0,3,True,2.0,7,515,353,199,56.37,35.68,7.503,-5.71,-0.995,-0.561,-7.917,29,115,50
3.0,1.0,True,50.0,True,False,80.0,60.0,0.0,0,True,2.0,7,823,357,180,50.42,33.89,7.261,-5.408,-1.115,-0.562,-7.54,20,103,51
3.0,1.0,False,0.0,True,False,80.0,60.0,0.0,3,True,2.0,7,515,361,197,54.57,34.52,7.66,-5.609,-1.029,-0.562,-7.883,28,115,48
3.0,1.0,False,0.0,True,False,80.0,60.0,50.0,3,True,2.0,7,515,361,197,54.57,34.52,7.66,-5.609,-1.029,-0.562,-7.883,28,115,48
3.0,1.0,True,0.0,False,False,0.0,0.0,0.0,3,False,2.0,7,0,904,539,59.62,40.26,6.835,-6.184,-0.942,-0.562,-13.042,151,282,101
3.0,1.0,True,0.0,False,False,0.0,0.0,50.0,3,False,2.0,7,0,904,539,59.62,40.26,6.835,-6.184,-0.942,-0.562,-13.042,151,282,101
3.0,0.5,True,50.0,True,True,80.0,60.0,0.0,3,True,2.0,14,0,109,52,47.71,15.38,8.439,-2.929,-1.18,-0.563,-4.059,6,44,1
3.0,0.5,True,50.0,True,True,80.0,60.0,50.0,3,True,2.0,14,0,109,52,47.71,15.38,8.439,-2.929,-1.18,-0.563,-4.059,6,44,1
3.0,0.5,True,0.0,True,True,0.0,60.0,0.0,3,True,2.0,14,13,146,74,50.68,16.22,9.251,-3.118,-1.112,-0.564,-4.848,9,62,2
3.0,0.5,True,0.0,True,True,0.0,60.0,50.0,3,True,2.0,14,13,146,74,50.68,16.22,9.251,-3.118,-1.112,-0.564,-4.848,9,62,2
2.0,1.0,True,0.0,True,False,0.0,0.0,0.0,3,True,2.0,7,2035,561,303,54.01,33.0,8.467,-5.73,-1.045,-0.564,-9.82,37,177,84
2.0,1.0,True,0.0,True,False,0.0,0.0,50.0,3,True,2.0,7,2035,561,303,54.01,33.0,8.467,-5.73,-1.045,-0.564,-9.82,37,177,84
2.0,0.5,True,0.0,True,True,0.0,60.0,0.0,0,False,2.0,7,0,173,103,59.54,26.21,4.903,-3.029,-0.95,-0.565,-5.738,17,76,9
2.0,1.0,True,50.0,False,False,0.0,0.0,0.0,3,False,2.0,7,0,673,414,61.52,39.13,6.939,-5.97,-0.919,-0.565,-11.5,125,218,67
2.0,1.0,True,50.0,False,False,0.0,0.0,50.0,3,False,2.0,7,0,673,414,61.52,39.13,6.939,-5.97,-0.919,-0.565,-11.5,125,218,67
3.0,0.5,False,0.0,False,True,80.0,60.0,0.0,3,True,2.0,14,2,138,75,54.35,18.67,8.349,-3.198,-1.043,-0.567,-4.908,11,61,2
3.0,0.5,False,0.0,False,True,80.0,60.0,50.0,3,True,2.0,14,2,138,75,54.35,18.67,8.349,-3.198,-1.043,-0.567,-4.908,11,61,2
2.0,1.0,False,50.0,True,False,0.0,60.0,0.0,3,True,2.0,7,563,340,186,54.71,34.95,7.4,-5.568,-1.036,-0.567,-7.733,28,110,43
2.0,1.0,False,50.0,True,False,0.0,60.0,50.0,3,True,2.0,7,563,340,186,54.71,34.95,7.4,-5.568,-1.036,-0.567,-7.733,28,110,43
3.0,1.0,False,0.0,True,False,0.0,0.0,0.0,3,True,2.0,14,1746,590,319,54.07,27.9,12.159,-6.163,-1.051,-0.568,-10.151,55,213,45
3.0,1.0,False,0.0,True,False,0.0,0.0,50.0,3,True,2.0,14,1746,590,319,54.07,27.9,12.159,-6.163,-1.051,-0.568,-10.151,55,213,45
3.0,0.5,False,0.0,False,True,80.0,0.0,0.0,3,True,2.0,7,8,271,163,60.15,21.47,8.486,-3.524,-0.945,-0.569,-7.258,23,128,12
3.0,0.5,False,0.0,False,True,80.0,0.0,50.0,3,True,2.0,7,8,271,163,60.15,21.47,8.486,-3.524,-0.945,-0.569,-7.258,23,128,12
2.0,0.5,False,0.0,False,True,80.0,60.0,0.0,3,False,2.0,14,0,136,77,56.62,20.78,7.252,-3.175,-1.008,-0.571,-5.01,14,61,2
